NUMBER	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS
1047	mite sp. (scabies)		
1048	mix (trans)		
1049	mix, turn		
1050	mixer, blender		
1051	mock, make fun of		
1052	monkey	1350	MONKEY
1053	monkey sp.		
1054	monkey sp., bald uakari, Cacajao calvus		
1055	monkey sp., marmoset		
1056	monkey, generic		
1057	month		
1058	moon	1313	MOON
1059	more		
1060	morning		
1061	mortar		
1062	mortar & pestle		
1063	mosquito	1509	MOSQUITO
1064	mosquito sp.		
1065	mosquito, generic		
1066	mother		
1067	mother-in-law		
1068	mother-in-law, female ego		
1069	mother-in-law, male ego		
1070	mourn	1955	GRIEVE
1071	mouse, rat		
1072	moustache		
1073	mouth	674	MOUTH
1074	move to		
1075	much, many		
1076	mud		
1077	murky		
1078	murky water		
1079	mythical hero		
1080	nail, fasten, attach		
1081	naked		
1082	name (n.)		
1083	name (n.)@		
1084	name of a god from Tupi mythology		
1085	nape, back of neck		
1086	narrow		
1087	narrow in the middle		
1088	narrow in the middle and wide on the ends		
1089	nation, race		
1090	near (nearby)		
1091	near (nearby), be with (person)		
1092	neck		
1093	necklace		
1094	need		
1095	negate, say no		
1096	negotiation, agreement		
1097	neighbor		
1098	nephew	1063	NEPHEW
1099	nephew, BC or PGCC, female ego		
1100	nephew, female ego		
1101	nephew, male ego		
1102	nephew, or son of male cousin. male ego		
1103	nephew, ZS		
1104	nest, for birds		
1105	new	1231	NEW
1106	next part		
1107	niece		
1108	niece (ZD or MZDD or FZDD), male ego		
1109	niece, BC or PGCC, female ego		
1110	niece, male ego		
1111	niece, male ego (brother's daughter or cousin's daughter)		
1112	night (evening)		
1113	no		
1114	no (female/woman)		
1115	no, negation		
1116	nobody		
1117	noise		
1118	none		
1119	NONE		
1120	nose	1221	NOSE
1121	nothing		
1122	now		
1123	now, soon		
1124	obey (trans)		
1125	oblong basket		
1126	ocean, sea		
1127	ocelot		
1128	offspring		
1129	offspring (son or daughter), female ego		
1130	offspring, child, cub (of male)		
1131	often, frequent		
1132	old		
1133	old man		
1134	old woman		
1135	older brother, male ego		
1136	older cousin (female), female ego		
1137	older cousin (male), male ego		
1138	older nephew, male ego		
1139	older niece, female ego		
1140	older sister, female ego		
1141	one		
1142	one time		
1143	one-eyed, cross-eyed		
1144	one-handed		
1145	open		
1146	open (stative verb, adj)		
1147	open (trans)		
1148	opening, crack		
1149	order, command		
1150	orphan		
1151	orphan (of father)		
1152	orphan, of mother		
1153	other	197	OTHER
1154	other (FS)		
1155	other (MS)		
1156	over there		
1157	owner, boss (master)		
1158	paco or pacu fish (Colossoma spp.)		
1159	pacu sp., Mylossoma duriventre		
1160	paddle (intr)		
1161	paddle (n.)	234	PADDLE
1162	paddle (v.)		
1163	pain (n.)		
1164	paint (intr, trans)		
1165	paint blue (trans)		
1166	paint with hand		
1167	painted (spotted)		
1168	painted (spotted) with white		
1169	painted, spotted		
1170	pair, couple		
1171	pant (breathe heavily)		
1172	parakeet		
1173	parakeet sp.		
1174	parcial paralysis		
1175	parents, relatives, kin		
1176	parrot		
1177	parrot sp.		
1178	parrot@		
1179	pass		
1180	pass (time)		
1181	pass (trans)		
1182	pass in front of (trans)		
1183	passion fruit		
1184	passion fruit, Passiflora ligularis		
1185	paternal aunt; father's sister or father's female cousin		
1186	paternal uncle FB or FPGS		
1187	path from the sea to inland		
1188	path, road		
1189	patio (porch)		
1190	peanut	2364	PEANUT
1191	peel (trans)		
1192	peel of a fruit		
1193	penetrate deeply		
1194	penis		
1195	people		
1196	person who lives in the forest, is part of an indigenous community		
1197	person who names		
1198	person, human		
1199	person, human@		
1200	pestle		
1201	phlegm		
1202	piece		
1203	piece, part (of something extensive, like forest, ground, wood, flesh, leather)		
1204	pieces, slices (for example, of fruits like pineapple, papaya)		
1205	pierce (trans)		
1206	pierce through the inside		
1207	pinch, squeeze, nibble (for example, a fish nibbling a hook, etc)		
1208	pineapple	2440	PINEAPPLE
1209	piranha	317	PIRANHA
1210	Pithecia spp., especially Pithecia monachus, monk saki monjey		
1211	place		
1212	place, seat		
1213	place, way, time for drinking water		
1214	plague		
1215	plant (trans)		
1216	plant sp., broomweed		
1217	plant, bush. generic term		
1218	plantains		
1219	plantains, Musa paradisiaca		
1220	plate		
1221	play (intr, trans)		
1222	play (intr, trans)@		
1223	plaza, courtyard		
1224	Pleiades		
1225	plow, beat		
1226	point		
1227	point, front		
1228	point, tip (of tree, etc.)		
1229	point, tip of earth/land		
1230	poison		
1231	poor	1674	POOR
1232	port		
1233	pot		
1234	pot with handles		
1235	pour, spill		
1236	poverty		
1237	practice		
1238	prankster, trickster		
1239	pregnant		
1240	press		
1241	pretty, beautiful		
1242	prey		
1243	prey (caught)		
1244	prisoner		
1245	procreate		
1246	promise		
1247	pronounce		
1248	protrusion in the shape of a nose		
1249	protrusion, more or less round		
1250	provide food (hunt/fish)		
1251	prow		
1252	prow, bow		
1253	prow, bow of canoe		
1254	prune, trim only the leaves		
1255	publicly		
1256	pucacuru or pucacuro, Solonepsis invicta, fire ant		
1257	pull (trans)		
1258	pull back		
1259	pull off, tear away		
1260	pull out, extract (trans)		
1261	pull, withdraw		
1262	pulp		
1263	push (trans)		
1264	put (ditr)		
1265	put (ditr), place		
1266	put inside		
1267	put up against		
1268	put, place (ditr)		
1269	put, place, put something inside		
1270	question		
1271	quick, fast		
1272	quiet down		
1273	quiet, calm		
1274	rain	2108	RAINING OR RAIN
1275	rain (n.)		
1276	rain (v.) (intr)		
1277	rainbow		
1278	rattle, maraca		
1279	reach		
1280	reach (trans)		
1281	recently		
1282	recently, a few minutes ago		
1283	receptacle, vessel		
1284	red	156	RED
1285	red clay		
1286	red, bright color of ripe fruits		
1287	reddish		
1288	relative (male), female ego		
1289	remember (trans)		
1290	remember (trans)@		
1291	request something		
1292	request, ask for (ditr?)		
1293	request/ask for something as a gift		
1294	respond (trans)		
1295	rest (intr)		
1296	return		
1297	return (intr)		
1298	reunite as a couple		
1299	rhythm stick (instrument)		
1300	rib		
1301	ribs, lit. 'the bones of the owner/boss'		
1302	ride horse		
1303	right (hand)		
1304	right (side/hand)		
1305	right here, near		
1306	right now		
1307	rigid		
1308	ring, hoop		
1309	ripe		
1310	ripe, become ripe		
1311	river	666	RIVER
1312	river caudaloso		
1313	roast (trans)		
1314	roast fariña (trans)		
1315	roasted, sifted manioc dough wrapped in foil and roasted in clay pot		
1316	robber, thief		
1317	rock, sway		
1318	rock, sway. for example, rock a baby		
1319	rodent, generic term		
1320	roll, wrap		
1321	root		
1322	rope		
1323	rope for hammock		
1324	rotten		
1325	rough		
1326	round	1395	ROUND
1327	round, spherical		
1328	rub (trans)		
1329	rub, smear (trans)		
1330	run (intr)		
1331	sad		
1332	saddle-back tamarin monkey		
1333	saliva		
1334	salt		
1335	salty		
1336	same		
1337	sand		
1338	sandfly	95	SANDFLY
1339	sandfly sp.		
1340	sap (resin)		
1341	satisfy		
1342	save		
1343	say (trans)		
1344	scabies, mite sp.		
1345	scales		
1346	scare		
1347	scare (trans)		
1348	scarlet macaw, Ara macao		
1349	scrape, scratch (trans)		
1350	scratch, wound, cut (n.)		
1351	scratch/(paint?) body with paint		
1352	see (intr)		
1353	see (intr, trans)		
1354	seed		
1355	semen		
1356	send		
1357	send something to another place		
1358	separate, allot		
1359	sew (trans)		
1360	shadow, shade		
1361	shadow, shade@		
1362	shake (intr)		
1363	shake (intr, trans)		
1364	shake (intr, trans), agitate		
1365	shake, tremble (intr, trans)		
1366	shake, tremor (intr.)		
1367	shake, tremor (n.)		
1368	shaken		
1369	share, distribute, give		
1370	sharp		
1371	sharpen (trans)		
1372	sharpen (trans)/ make a point on		
1373	sharpen (trans)@		
1374	shave head		
1375	shell		
1376	shelter		
1377	shelter, hut		
1378	shin		
1379	shine		
1380	shine, brightness (n.)		
1381	shine, shiny		
1382	shirt		
1383	shoot		
1384	shoot (trans)		
1385	shoot and hit		
1386	shoot, sprout		
1387	shore, bank		
1388	short		
1389	shoulder		
1390	shoulder, lit. the seat of the arm		
1391	shout, yell (intr)		
1392	shout, yell (n)		
1393	shout, yell (n.)		
1394	shout, yell (v.)		
1395	show		
1396	shusupe, Lachesis muta, bushmaster snake		
1397	sick		
1398	sickness, disease		
1399	side		
1400	sieve (strainer)		
1401	sieve, strainer		
1402	signal, image		
1403	similar		
1404	sin		
1405	sing		
1406	sing (intr)		
1407	sink (intr)		
1408	sister	1263	SISTER
1409	sister, female ego		
1410	sister, male ego		
1411	sister-in law		
1412	sister-in law, female ego		
1413	sister-in law, male ego		
1414	sister-in law: BW or MBSW, female ego		
1415	sister-in law: BW, FBSW, or GBW,  male ego		
1416	sister-in law: yBW, male ego		
1417	sister-in-law, WeZ, male ego		
1418	sister-in-law, WyZ, male ego		
1419	sisters-in-law: HBW, female ego		
1420	sit (intr)		
1421	skin	763	SKIN
1422	skin (separated from body)		
1423	skin (trans)		
1424	skin an animal(trans)		
1425	skinny, thin		
1426	sky		
1427	sleep (intr)		
1428	sleeping spot		
1429	slip (intr)		
1430	slip, fall, keeping in contact with the ground		
1431	slippery		
1432	sloth	2446	SLOTH
1433	sloth, Bradypus variegatus.		
1434	slow		
1435	slow flow, run off (of viscous/ phlegmy liquids)		
1436	smack		
1437	small		
1438	small basket		
1439	small canoe		
1440	small cut up pieces (for example, small pieces of manioc or sweet potato to make chips)		
1441	small part of an object (for example, a ripped piece of cloth)		
1442	small pieces, cut up (for example, food)		
1443	smell (intr, trans)		
1444	smell (trans)		
1445	smile (intr)		
1446	smoke (n)		
1447	smoke (n.)	778	SMOKE (EXHAUST)
1448	smoke (trans)		
1449	smoke (v)		
1450	smoke food		
1451	smoke food@		
1452	smoke tobacco		
1453	smoking (v.)		
1454	smooth	1234	SMOOTH
1455	smooth, slippery, and hard surface		
1456	snake	730	SNAKE
1457	snake sp.		
1458	snake sp., Corallus hortulanus		
1459	snake sp., pit viper sp., Bothrops atrox		
1460	snake sp., pit viper sp., Bothrops jararaca		
1461	snake sp., pit viper sp., Lachesis muta		
1462	snake sp., rattle snake		
1463	snake sp., vipers		
1464	snake@		
1465	snore		
1466	snout		
1467	sob, cry		
1468	soft		
1469	some		
1470	some time ago		
1471	someday (future)		
1472	something sweet or tasty		
1473	son		
1474	son, female ego		
1475	son, male ego		
1476	son-in-law		
1477	son-in-law, male ego		
1478	son-in-law: DH or GDH, female ego		
1479	soon		
1480	soul (separated)		
1481	sound of spilling something		
1482	sour		
1483	Sp. `aguaje` (Mauritia flexuosa)		
1484	spacious		
1485	speak (utter words) (intrans)		
1486	speak clear		
1487	spear		
1488	spear (metal)		
1489	speck of dust, garbage		
1490	speech, language		
1491	spell		
1492	spicy	544	SPICY
1493	spicy, bitter taste (from a pepper, etc.)		
1494	spider	843	SPIDER
1495	spider monkey		
1496	spill, pour		
1497	spill, waste		
1498	spin (thread) (trans)		
1499	spinning top		
1500	spirit (soul)		
1501	spit (intr)		
1502	spleen		
1503	split (trans)		
1504	split (trans) (without an instrument)		
1505	split into pieces (trans)		
1506	split open (trans)		
1507	split, break (trans) (for example sticks, etc)		
1508	split, cut something in pieces or slices (for example, a cake, a stick into woodchips or firewood)		
1509	split, cut something in pieces or slices (for example, a tree trunk into firewood, fruit into slices)		
1510	spouse, husband, wife		
1511	spring (of water)		
1512	sprout		
1513	spur		
1514	squash sp., Cucurbita maxima.		
1515	squeeze (trans)		
1516	squeeze (trans), twist		
1517	squirrel monkey or tamarin monkey		
1518	stab sign		
1519	stalk, shank		
1520	stand (intr)		
1521	stand aside, away quietly		
1522	stand, stand up (intr)		
1523	star	1430	STAR
1524	start fire		
1525	state of being		
1526	stay (intr)		
1527	stay still		
1528	steal (trans)		
1529	steep riverbank, bluff		
1530	stem, stalk		
1531	step on		
1532	step on, walk on		
1533	stepmother		
1534	stepson, male ego		
1535	stick		
1536	still, deep part of a river		
1537	sting		
1538	stinky, bad smell, be stinky (smell bad) (intr)		
1539	stomach		
1540	stone, rock		
1541	stop		
1542	stop (intr)		
1543	stop (intr, trans)		
1544	story		
1545	straight		
1546	straighten		
1547	strain (trans)		
1548	strap		
1549	stream		
1550	stream@		
1551	street, road, path		
1552	stretch		
1553	strike, grind (trans)		
1554	strong		
1555	strong arms		
1556	strongly		
1557	suck (the sickness) (trans)		
1558	suck (trans)		
1559	suffer		
1560	sugar cane		
1561	summer, dry season		
1562	summon for war		
1563	sun	1343	SUN
1564	swallow (intr, trans)		
1565	swarm		
1566	sweat (intr)		
1567	sweat (n)		
1568	sweat (n.)		
1569	sweep (intr, trans)		
1570	sweet	717	SWEET
1571	sweet potato	159	SWEET POTATO
1572	swell (intr)		
1573	swell, collect water (intr)		
1574	swell, enlarge		
1575	swell, swollen		
1576	swell, swollen, bloated		
1577	swim (intr)		
1578	swim under water		
1579	tail	1220	TAIL
1580	take along (trans)		
1581	take away, take off		
1582	take care of		
1583	take out, remove		
1584	take out, remove (trans)		
1585	take out, remove, extract		
1586	take, grab		
1587	take, grab (trans)		
1588	tall		
1589	tambo, shelter		
1590	tapir	312	TAPIR
1591	tapir, Tapirus terrestris		
1592	taste (n.)		
1593	tasty		
1594	tasty (sweet or salty)		
1595	tear, detach		
1596	tease, prank, trick		
1597	teeth, tooth		
1598	tell (a story) (trans)		
1599	tell a story		
1600	termite	883	TERMITE
1601	testicles		
1602	that one		
1603	thick		
1604	thick and round		
1605	thick, dense		
1606	thicket, forest		
1607	thigh	800	THIGH
1608	thigh (inside part		
1609	thigh@		
1610	thin (objects)		
1611	thing	738	THING
1612	things		
1613	think (intr, trans)		
1614	think (trans)		
1615	think, believe		
1616	this		
1617	thorn	124	THORN
1618	thread		
1619	threaten		
1620	three	492	THREE
1621	three times		
1622	throat		
1623	throw a spear, stab		
1624	throw, throw away (trans)		
1625	thunder	1150	THUNDER
1626	thundering noise, loud noise		
1627	tick		
1628	tick sp., Amblyomma dissimite		
1629	tidal flood		
1630	tie (trans)		
1631	tie up corn from the tips (trans)		
1632	tighten (trans)		
1633	tighten (trans)@		
1634	tip, end		
1635	tired	1757	TIRED
1636	tissue of the posterior-superior part of the thigh		
1637	to arm, prepare		
1638	to board, get on a boat		
1639	to calm, quiet down		
1640	to fan, especially in reference to cooling		
1641	to grease, oil		
1642	to leak		
1643	to play, beat (instrument)		
1644	to tremble		
1645	toast (corn, etc.)		
1646	toast, brown (trans)		
1647	toast, brown (trans)@		
1648	toasted		
1649	tobacco	974	TOBACCO
1650	tobacco, Nicotiana tabacum		
1651	today		
1652	today (future)		
1653	today, nowadays		
1654	toe		
1655	toenail		
1656	together		
1657	tomorrow		
1658	tongue	1205	TONGUE
1659	tortoise sp., Chelonoidis denticulata		
1660	touch		
1661	touch (trans)		
1662	touch, feel		
1663	trail, trace		
1664	treat, take care of		
1665	tree	906	TREE
1666	tree base		
1667	tree sp. (Brazilian grapetree, Plinia cauliflora)		
1668	tree sp., Licania elata		
1669	tree, generic		
1670	tremble, shake		
1671	tremble, shake (intr and n.)		
1672	trunk		
1673	try		
1674	tucunaré, cichla spp., peacock bass fish		
1675	tumor		
1676	turn		
1677	turn (intr, trans)		
1678	turn off, extinguish		
1679	turn off, extinguish the fire		
1680	turn over, revolve		
1681	turn up, twist up		
1682	turtle sp., Podocnemis expansa		
1683	turtle sp., Podocnemis unifilis		
1684	turtle/tortoise		
1685	turtle/tortoise sp.		
1686	turtle/tortoise@		
1687	twist (intr, trans)		
1688	twist (trans)		
1689	twist thread/fiber (trans)		
1690	two	1498	TWO
1691	two story house, raised structure		
1692	type of basket		
1693	type of flute		
1694	type of flute, similar to panpipe		
1695	type of rattle, maraca		
1696	type of spirit		
1697	type of yellow clay		
1698	ugly		
1699	uncle		
1700	uncle, PB or PPGS		
1701	unload, disembark		
1702	unlock		
1703	unripe		
1704	untie (trans)		
1705	upper lip		
1706	urinate (intr)		
1707	urine		
1708	use		
1709	used to, settled		
1710	vagabond		
1711	vagina		
1712	vapor		
1713	vapor, steam, breath		
1714	vegetable dyes		
1715	vein, artery		
1716	venitive auxiliary, merges associated movement towards the speaker and imperfect aspect. Occurs at the end of the verbal phrase in the clause.		
1717	venom, poison		
1718	village		
1719	vine	343	VINE
1720	virtuous		
1721	vomit (intr)		
1722	vomit (n)		
1723	vulture	1185	VULTURE
1724	vulva	1837	VULVA
1725	wake up (intr)		
1726	walk (intr)		
1727	walk a lot or fast		
1728	wall, fence		
1729	wall, separation in house		
1730	want		
1731	want (trans)		
1732	want/like/love		
1733	war, battle		
1734	war, battle, fight (n)		
1735	wash (clothes)		
1736	wash (trans)		
1737	wash (trans)@		
1738	wash by beating, hitting, wringing (trans)		
1739	wasp	1517	WASP
1740	water	948	WATER
1741	weak (feeble)		
1742	weak, useless		
1743	weave		
1744	weave (hammock, basket, etc.)		
1745	weed		
1746	weed (trans)		
1747	weigh something down, make something heavy		
1748	weight		
1749	wet		
1750	wet, dampen (trans)		
1751	wet, soaked		
1752	what, that		
1753	what?		
1754	where?		
1755	which?		
1756	whichever		
1757	whistle		
1758	white	1335	WHITE
1759	white person, non-Indian		
1760	white-fronted capuchin monkey		
1761	white-lipped peccary (Tayassu pecari)		
1762	why?		
1763	wide	1243	WIDE
1764	wife	1199	WIFE
1765	win		
1766	wind	960	WIND
1767	wind around, roll up		
1768	wind, roll		
1769	wine		
1770	wine (in context)		
1771	wing	1257	WING
1772	winter		
1773	witch, shaman, healer		
1774	woman		
1775	wood		
1776	woolly monkey		
1777	woolly monkey, Lagothrix lagotricha		
1778	work (intr)		
1779	work (n)		
1780	work (v)		
1781	work in a group		
1782	workplace (n)		
1783	world		
1784	wound		
1785	wound (n.)		
1786	wound, injure (with an intrument)		
1787	woven cloth		
1788	wrap (trans)		
1789	wrapped package		
1790	wrapper		
1791	write		
1792	write, draw (intr, trans)		
1793	yawn (intr)		
1794	year		
1795	yellow	1424	YELLOW
1796	yes		
1797	yes (FS)		
1798	yes (mainly m.)		
1799	yes (MS)		
1800	yes (only for men)		
1801	yesterday	1174	YESTERDAY
1802	young man	76	YOUNG MAN
1803	young woman	77	YOUNG WOMAN
1804	younger brother, male ego		
1805	younger female cousin, female ego		
1806	younger niece, female ego		
1807	younger sister, female ego		
